log_id,product_id,plant_id,date_key,operator_id,defect_type,rework_hours
29871,157,6,20231128,1789,Color Deviation,1.82
29872,154,6,20221110,1899,Color Deviation,3.03
29873,239,1,20241024,2860,Color Deviation,4.49
29874,62,8,20221021,1774,Color Deviation,0.62
29875,398,5,20240216,1396,Misalignment,3.05
29876,226,8,20220830,2384,Scratch,4.51
29877,12,10,20240619,1430,Dent,4.71
29878,229,3,20240723,2901,Dent,3.48
29879,43,10,20220130,1900,Misalignment,3.78
29880,333,7,20220429,597,Color Deviation,0.96
29881,488,6,20230713,2129,Color Deviation,3.08
29882,102,8,20220317,5,Misalignment,0.72
29883,452,8,20241205,1804,Misalignment,3.29
29884,307,7,20230413,2612,Color Deviation,4.73
29885,209,4,20220813,373,Misalignment,2.48
29886,84,8,20221009,2191,Color Deviation,4.25
29887,14,4,20230521,2280,Dent,1.84
29888,346,9,20241211,1394,Misalignment,2.38
29889,87,9,20220507,643,Misalignment,3.6
29890,433,9,20230901,251,Dent,4.79
29891,180,2,20240912,2649,Dent,2.26
29892,75,6,20220816,1935,Dent,1.15
29893,348,10,20241115,2379,Misalignment,2.52
29894,467,2,20230601,2773,Misalignment,3.26
29895,306,7,20221217,956,Dent,3.85
29896,471,9,20220607,676,Scratch,1.15
29897,4,1,20220426,943,Dent,2.31
29898,410,3,20220401,87,Scratch,3.64
29899,172,8,20230615,137,Misalignment,4.61
29900,390,10,20240209,53,Misalignment,2.35
29901,442,8,20240822,1233,Dent,1.51
29902,56,8,20220616,2853,Misalignment,3.86
29903,90,1,20221030,1249,Dent,4.21
29904,386,1,20240608,578,Scratch,4.58
29905,309,4,20230827,983,Scratch,1.86
29906,148,6,20240413,1652,Color Deviation,4.44
29907,438,1,20241128,1276,Color Deviation,2.48
29908,352,6,20220906,24,Misalignment,0.58
29909,255,2,20230213,1178,Dent,2.95
29910,78,10,20220408,2004,Misalignment,3.85
29911,478,4,20220421,752,Misalignment,0.61
29912,152,5,20230123,1103,Color Deviation,4.27
29913,122,8,20220117,505,Scratch,0.99
29914,177,9,20230303,1392,Color Deviation,1.16
29915,192,7,20231014,825,Misalignment,4.26
29916,50,3,20220819,2067,Dent,1.27
29917,86,3,20230410,2330,Dent,2.04
29918,386,8,20230114,2494,Scratch,4.16
29919,43,10,20230215,1033,Scratch,4.75
29920,336,3,20230805,1485,Color Deviation,2.82
29921,269,4,20230921,2385,Misalignment,4.58
29922,195,10,20230731,745,Misalignment,1.97
29923,414,8,20220501,416,Misalignment,3.83
29924,451,4,20230812,1716,Misalignment,4.75
29925,460,5,20220414,1190,Color Deviation,1.23
29926,448,9,20240427,732,Color Deviation,4.94
29927,498,3,20230921,789,Misalignment,3.17
29928,164,1,20241115,2560,Dent,3.32
29929,113,3,20240510,2036,Dent,2.32
29930,472,6,20230316,2528,Misalignment,4.84
29931,198,8,20230517,950,Color Deviation,3.73
29932,289,8,20230316,1804,Scratch,0.8
29933,487,6,20230611,2303,Dent,0.55
29934,11,10,20231031,1434,Color Deviation,4.88
29935,210,6,20221121,2751,Color Deviation,1.63
29936,489,8,20240103,2445,Misalignment,2.64
29937,56,6,20230717,96,Scratch,0.95
29938,465,4,20240807,286,Color Deviation,3.65
29939,14,3,20241021,1695,Color Deviation,1.07
29940,319,1,20220519,2815,Scratch,3.39
29941,312,8,20241209,1331,Misalignment,2.63
29942,363,7,20230608,2181,Scratch,3.3
29943,72,4,20240127,1103,Scratch,0.72
29944,382,9,20230913,642,Dent,2.43
29945,484,10,20241129,2190,Scratch,4.52
29946,75,10,20221122,568,Scratch,3.56
29947,164,7,20221218,324,Dent,1.1
29948,259,3,20230802,2449,Misalignment,2.53
29949,379,4,20220314,232,Dent,3.8
29950,215,4,20241231,603,Scratch,2.19
29951,182,9,20240317,604,Misalignment,0.99
29952,45,1,20240806,84,Color Deviation,2.7
29953,483,5,20220416,1299,Color Deviation,3.0
29954,33,7,20230421,1565,Scratch,1.18
29955,270,9,20230703,667,Misalignment,1.49
29956,479,4,20241214,1006,Color Deviation,4.2
29957,157,6,20241017,2837,Dent,1.63
29958,485,6,20230312,258,Misalignment,3.26
29959,437,4,20241228,2824,Scratch,4.1
29960,298,10,20240513,2178,Misalignment,4.65
29961,273,6,20220408,2219,Misalignment,4.05
29962,493,9,20220730,290,Scratch,2.01
29963,234,9,20230318,488,Scratch,1.91
29964,102,9,20220411,2441,Dent,2.07
29965,462,6,20240823,1820,Misalignment,1.97
29966,255,9,20221206,777,Scratch,0.95
29967,56,6,20230609,1218,Color Deviation,1.49
29968,309,4,20240603,1326,Color Deviation,3.93
29969,374,2,20230827,1432,Scratch,2.57
29970,292,9,20231118,72,Misalignment,0.74
29971,232,2,20240118,1903,Color Deviation,3.93
29972,204,5,20240713,2948,Misalignment,0.51
29973,190,2,20241011,934,Scratch,4.93
29974,430,5,20220104,190,Scratch,0.84
29975,454,5,20231111,89,Color Deviation,2.08
29976,354,4,20230708,135,Scratch,0.93
29977,43,8,20241102,35,Color Deviation,0.84
29978,242,5,20240517,1413,Scratch,2.48
29979,77,6,20230317,553,Color Deviation,1.45
29980,15,10,20240916,198,Misalignment,2.18
29981,382,5,20230831,368,Color Deviation,4.52
29982,263,3,20231103,515,Dent,1.13
29983,205,2,20220929,2695,Misalignment,1.26
29984,110,8,20220515,660,Scratch,1.41
29985,15,5,20230628,703,Color Deviation,1.63
29986,373,10,20241006,2844,Scratch,3.0
29987,413,9,20230905,494,Dent,3.29
29988,474,1,20220830,2054,Scratch,1.27
29989,475,1,20220608,1284,Dent,1.61
29990,308,8,20240618,2999,Scratch,3.73
29991,317,7,20230106,2549,Dent,1.92
29992,491,8,20240821,2199,Color Deviation,2.93
29993,2,3,20220216,2632,Color Deviation,3.13
29994,452,4,20240803,1331,Dent,2.97
29995,104,5,20241229,1577,Dent,4.28
29996,404,10,20220115,1760,Misalignment,3.1
29997,367,1,20220924,1681,Misalignment,2.84
29998,58,4,20240202,880,Scratch,3.9
29999,3,2,20240406,11,Color Deviation,1.55
30000,413,1,20230708,1992,Misalignment,4.43
30001,198,7,20221003,201,Scratch,4.23
30002,176,5,20230226,741,Color Deviation,3.58
30003,58,10,20240817,739,Misalignment,1.44
30004,287,2,20230215,2035,Dent,0.87
30005,182,10,20230717,2774,Misalignment,2.67
30006,7,6,20230724,1520,Dent,3.86
30007,44,10,20230604,1324,Dent,2.71
30008,250,5,20240912,1303,Dent,2.0
30009,169,4,20221017,1876,Color Deviation,1.64
30010,12,8,20230723,615,Color Deviation,0.65
30011,446,7,20220719,706,Misalignment,3.27
30012,191,3,20220101,259,Misalignment,4.55
30013,135,6,20230422,2656,Color Deviation,0.67
30014,177,7,20220804,92,Scratch,3.57
30015,1,8,20230125,450,Scratch,2.67
30016,271,10,20240514,133,Dent,2.52
30017,465,7,20220317,1171,Color Deviation,4.46
30018,205,8,20221005,949,Color Deviation,0.67
30019,207,10,20221105,2508,Dent,3.57
30020,303,10,20221229,1256,Dent,2.28
30021,300,9,20230402,1545,Dent,4.58
30022,293,1,20230831,1744,Dent,2.27
30023,87,6,20220528,2871,Dent,3.95
30024,193,6,20220224,1016,Color Deviation,4.09
30025,67,10,20220314,1639,Misalignment,2.81
30026,495,2,20220107,2950,Dent,3.01
30027,334,5,20220208,218,Dent,4.8
30028,22,2,20240630,2859,Dent,2.53
30029,155,1,20220522,1187,Dent,1.06
30030,187,5,20220129,427,Dent,3.98
30031,91,9,20240825,1338,Misalignment,2.97
30032,201,1,20240118,1331,Misalignment,2.56
30033,325,6,20220130,1341,Color Deviation,3.63
30034,319,5,20240913,1519,Scratch,2.0
30035,309,9,20220429,2594,Misalignment,1.79
30036,208,5,20221104,2888,Misalignment,4.95
30037,427,1,20240106,1425,Scratch,3.22
30038,28,4,20230422,392,Color Deviation,1.44
30039,289,4,20230110,1945,Color Deviation,0.57
30040,76,5,20220915,1274,Dent,2.16
30041,80,8,20221010,1184,Dent,1.93
30042,311,4,20240518,694,Color Deviation,2.0
30043,174,10,20240918,1385,Misalignment,4.96
30044,459,8,20230707,2937,Misalignment,2.87
30045,89,4,20230826,1471,Dent,4.96
30046,308,6,20220308,547,Color Deviation,3.09
30047,195,2,20230311,1541,Misalignment,2.57
30048,43,8,20230515,1716,Color Deviation,3.0
30049,183,8,20230413,2688,Color Deviation,2.75
30050,488,7,20220524,2097,Misalignment,1.32
30051,263,8,20231208,2129,Misalignment,3.68
30052,360,1,20220614,718,Misalignment,3.0
30053,103,10,20240306,713,Misalignment,4.42
30054,10,6,20231126,2591,Color Deviation,4.8
30055,419,4,20240617,1766,Color Deviation,3.99
30056,405,2,20230404,2376,Dent,2.69
30057,355,3,20231109,309,Misalignment,4.32
30058,108,1,20221108,1286,Misalignment,1.48
30059,287,6,20220531,2759,Scratch,0.68
30060,89,5,20240524,939,Scratch,4.48
30061,499,5,20240307,774,Color Deviation,3.24
30062,220,10,20231102,639,Dent,4.22
30063,245,9,20230426,2026,Color Deviation,2.46
30064,381,8,20220513,434,Misalignment,4.08
30065,148,4,20241004,1732,Misalignment,5.0
30066,58,1,20220119,744,Dent,2.65
30067,324,7,20221018,511,Color Deviation,2.6
30068,130,10,20230123,1598,Misalignment,1.14
30069,222,8,20231027,2867,Dent,2.8
30070,277,8,20220813,308,Color Deviation,1.61
30071,234,3,20230709,1008,Color Deviation,0.54
30072,219,3,20231101,1937,Scratch,4.14
30073,395,2,20221025,1260,Scratch,0.73
30074,140,8,20221228,107,Color Deviation,1.84
30075,387,8,20231109,660,Color Deviation,0.6
30076,8,2,20230121,733,Misalignment,2.79
30077,122,7,20240325,713,Color Deviation,4.24
30078,15,4,20240804,2981,Dent,4.86
30079,113,4,20240713,376,Color Deviation,3.39
30080,148,6,20241208,1635,Misalignment,2.78
30081,452,8,20230908,2761,Misalignment,2.59
30082,140,6,20240816,2389,Misalignment,1.46
30083,492,3,20220611,1263,Misalignment,4.72
30084,311,6,20231217,570,Color Deviation,4.42
30085,314,9,20220324,1650,Dent,2.5
30086,418,1,20231206,932,Color Deviation,2.0
30087,471,10,20231003,2348,Color Deviation,1.46
30088,301,3,20240619,1079,Misalignment,3.46
30089,244,9,20240516,2684,Misalignment,0.89
30090,423,5,20220111,1612,Scratch,0.55
30091,160,3,20220426,2666,Color Deviation,2.84
30092,271,6,20220423,1805,Dent,4.39
30093,203,6,20240216,389,Dent,3.38
30094,245,9,20240530,855,Scratch,2.26
30095,38,4,20230308,543,Dent,3.22
30096,397,7,20230121,2231,Scratch,4.96
30097,257,5,20230731,169,Misalignment,1.89
30098,286,2,20220303,1750,Dent,3.88
30099,131,5,20220318,2124,Dent,1.47
30100,489,8,20220321,1748,Color Deviation,4.18
30101,370,10,20220407,1140,Scratch,0.84
30102,124,3,20240430,2227,Misalignment,4.38
30103,382,4,20220828,568,Scratch,2.51
30104,389,9,20240322,2419,Scratch,3.94
30105,104,6,20240913,566,Misalignment,1.38
30106,165,9,20220621,2405,Dent,2.28
30107,28,3,20240228,779,Misalignment,3.62
30108,139,3,20230506,1494,Scratch,2.04
30109,95,7,20230924,1752,Color Deviation,4.0
30110,376,10,20220112,2520,Dent,3.27
30111,286,8,20221227,661,Misalignment,3.51
30112,370,6,20221128,2899,Scratch,2.92
30113,212,7,20220320,2779,Misalignment,1.01
30114,465,5,20240915,1434,Color Deviation,4.4
30115,149,3,20230802,2796,Dent,0.69
30116,109,6,20221004,2819,Color Deviation,4.12
30117,187,6,20220820,708,Color Deviation,2.19
30118,499,5,20221213,1073,Color Deviation,1.33
30119,240,6,20220904,1949,Color Deviation,1.44
30120,354,7,20220721,1688,Dent,3.13
30121,162,3,20240806,437,Scratch,1.8
30122,56,10,20220108,913,Dent,4.37
30123,265,7,20230804,2424,Dent,1.57
30124,205,8,20220910,488,Misalignment,3.08
30125,197,8,20230602,2091,Misalignment,1.52
30126,274,1,20220407,935,Color Deviation,2.33
30127,268,4,20240911,250,Misalignment,2.56
30128,168,1,20230527,2573,Color Deviation,1.48
30129,323,9,20241020,2466,Dent,1.86
30130,381,5,20241012,34,Misalignment,2.58
30131,360,2,20220630,2946,Misalignment,2.14
30132,173,10,20241110,2223,Misalignment,0.61
30133,219,2,20230310,883,Scratch,2.56
30134,319,8,20240422,818,Color Deviation,0.7
30135,400,9,20241101,793,Scratch,3.5
30136,381,3,20240214,320,Color Deviation,4.78
30137,298,7,20241104,2768,Dent,3.28
30138,445,2,20240415,1750,Scratch,1.93
30139,179,10,20241020,786,Dent,1.37
30140,103,3,20230925,170,Dent,0.67
30141,191,10,20240417,2155,Color Deviation,1.81
30142,206,5,20220708,2395,Dent,3.58
30143,43,4,20220209,2171,Dent,1.52
30144,314,6,20230901,2623,Scratch,3.51
30145,52,5,20241026,1629,Misalignment,3.44
30146,217,1,20230912,2553,Misalignment,1.76
30147,148,3,20240306,886,Misalignment,3.45
30148,386,8,20240317,2571,Misalignment,3.96
30149,119,10,20240304,466,Color Deviation,4.59
30150,225,3,20230425,676,Dent,4.89
30151,74,4,20241111,1610,Scratch,3.85
30152,286,10,20230302,1832,Scratch,4.22
30153,224,2,20230727,1613,Dent,2.23
30154,63,2,20231129,1870,Scratch,3.84
30155,264,8,20240330,268,Scratch,1.71
30156,56,1,20230907,1550,Color Deviation,0.91
30157,405,2,20221109,2743,Misalignment,2.93
30158,176,3,20220419,2517,Misalignment,2.69
30159,145,6,20231113,1091,Misalignment,1.82
30160,372,1,20220817,903,Scratch,2.05
30161,150,5,20240104,2716,Misalignment,4.02
30162,194,1,20240725,653,Scratch,4.64
30163,278,9,20240712,563,Scratch,3.73
30164,253,3,20221013,1955,Color Deviation,1.06
30165,313,4,20241101,624,Scratch,4.79
30166,135,8,20241214,1435,Scratch,4.77
30167,311,1,20230413,2463,Scratch,4.65
30168,58,6,20230627,2666,Misalignment,3.12
30169,178,2,20220726,2612,Scratch,4.63
30170,104,1,20240227,169,Color Deviation,1.16
30171,414,7,20220304,1221,Dent,3.77
30172,381,4,20230406,1587,Scratch,0.86
30173,273,2,20220104,2192,Misalignment,4.66
30174,260,8,20231228,1857,Misalignment,4.21
30175,236,9,20230503,2376,Misalignment,3.85
30176,229,5,20220529,797,Misalignment,4.8
30177,117,4,20220607,2774,Color Deviation,1.23
30178,479,6,20221021,1286,Dent,4.54
30179,208,3,20240529,2009,Misalignment,2.27
30180,233,4,20220722,52,Dent,4.28
30181,201,9,20240622,1177,Scratch,4.69
30182,102,2,20240314,2944,Misalignment,3.44
30183,222,7,20240608,842,Scratch,0.53
30184,113,9,20240815,843,Dent,4.32
30185,364,1,20231121,1176,Color Deviation,4.8
30186,213,6,20240618,956,Scratch,2.23
30187,56,3,20220803,1118,Dent,0.83
30188,355,1,20240615,1980,Misalignment,2.67
30189,170,9,20220709,2225,Color Deviation,4.21
30190,342,5,20230301,2398,Color Deviation,0.52
30191,178,2,20221103,838,Dent,2.97
30192,283,6,20220914,1757,Misalignment,0.68
30193,284,10,20230806,2346,Color Deviation,0.78
30194,199,3,20240122,702,Dent,1.99
30195,372,3,20240506,1663,Misalignment,4.97
30196,410,7,20240216,2637,Color Deviation,1.46
30197,200,9,20220414,1397,Scratch,4.36
30198,34,1,20241211,1995,Scratch,4.85
30199,226,8,20231205,2021,Misalignment,4.47
30200,410,10,20240217,2229,Dent,3.46
30201,257,10,20230929,159,Color Deviation,2.69
30202,383,5,20240602,1985,Dent,1.34
30203,122,2,20221201,453,Dent,1.14
30204,189,4,20240926,2350,Color Deviation,1.2
30205,201,7,20231116,1260,Color Deviation,3.78
30206,137,9,20241226,2448,Dent,2.49
30207,139,3,20230911,2604,Color Deviation,3.37
30208,498,5,20230723,2205,Dent,1.05
30209,189,9,20230821,2269,Dent,3.57
30210,273,6,20221221,1315,Dent,1.96
30211,389,3,20230818,1792,Misalignment,0.97
30212,160,10,20241224,154,Color Deviation,4.67
30213,460,4,20231113,1077,Color Deviation,3.2
30214,460,1,20240830,1025,Scratch,4.11
30215,413,7,20240716,2108,Scratch,2.32
30216,316,3,20230211,1632,Dent,4.38
30217,420,7,20240304,1616,Color Deviation,0.58
30218,247,2,20231116,1916,Dent,3.85
30219,218,8,20240914,852,Misalignment,2.52
30220,155,4,20230811,186,Color Deviation,2.4
30221,214,3,20230428,2871,Dent,2.09
30222,308,2,20220514,339,Color Deviation,4.63
30223,288,8,20230617,1293,Misalignment,1.2
30224,354,3,20220806,2541,Misalignment,3.72
30225,495,6,20240503,2224,Misalignment,3.35
30226,124,10,20220205,2445,Scratch,3.88
30227,218,5,20240914,377,Color Deviation,4.17
30228,424,6,20230908,2258,Misalignment,1.78
30229,419,3,20230213,431,Color Deviation,1.37
30230,129,1,20240218,1921,Scratch,3.2
30231,141,3,20240104,1676,Color Deviation,3.13
30232,126,2,20220727,594,Misalignment,3.28
30233,372,10,20240201,1415,Color Deviation,0.75
30234,201,4,20230523,840,Color Deviation,0.51
30235,354,7,20241225,666,Color Deviation,3.91
30236,205,8,20240312,1569,Scratch,1.35
30237,346,8,20220804,2608,Scratch,2.62
30238,131,8,20240630,73,Misalignment,4.99
30239,430,10,20230205,2658,Scratch,1.23
30240,422,7,20220910,1519,Misalignment,2.78
30241,379,4,20220507,1656,Misalignment,1.04
30242,53,4,20220301,2393,Scratch,0.67
30243,38,4,20230115,1062,Color Deviation,3.64
30244,332,2,20240702,769,Dent,1.28
30245,137,4,20240124,2858,Color Deviation,3.12
30246,260,7,20220607,1538,Dent,1.84
30247,92,6,20220409,1255,Color Deviation,1.58
30248,8,6,20240112,2720,Scratch,1.74
30249,414,9,20231107,344,Scratch,4.38
30250,270,6,20231228,91,Scratch,3.64
30251,136,7,20220804,269,Misalignment,1.79
30252,458,2,20240530,1556,Color Deviation,3.41
30253,387,4,20221206,28,Misalignment,4.46
30254,309,8,20240828,1581,Scratch,4.64
30255,11,6,20240527,1337,Color Deviation,2.35
30256,477,4,20240906,622,Color Deviation,3.37
30257,349,10,20231124,1339,Dent,1.23
30258,248,10,20240325,517,Misalignment,4.78
30259,180,9,20231111,2765,Misalignment,1.42
30260,254,9,20220919,2203,Scratch,4.81
30261,476,1,20230114,2650,Color Deviation,3.21
30262,263,1,20230524,1962,Color Deviation,0.77
30263,99,1,20240327,514,Misalignment,1.43
30264,70,5,20241204,2212,Color Deviation,3.75
30265,16,3,20231112,970,Misalignment,2.81
30266,244,2,20241202,2728,Color Deviation,3.13
30267,21,9,20230615,892,Scratch,3.78
30268,130,8,20241025,1011,Dent,0.61
30269,204,7,20231130,2867,Scratch,3.22
30270,115,9,20230301,2574,Misalignment,3.61
30271,53,5,20240409,2030,Misalignment,1.68
30272,7,8,20240719,2052,Misalignment,3.19
30273,86,9,20241027,299,Dent,2.21
30274,443,4,20240323,2916,Color Deviation,3.46
30275,183,7,20241006,2810,Misalignment,3.03
30276,196,9,20220321,1906,Misalignment,4.44
30277,58,10,20240212,2923,Scratch,4.11
30278,117,7,20240118,2855,Scratch,0.51
30279,296,4,20230108,2081,Color Deviation,3.2
30280,3,10,20231115,2983,Dent,3.22
30281,430,2,20240818,2731,Scratch,2.31
30282,60,10,20220826,486,Misalignment,3.8
30283,145,9,20230915,2242,Scratch,2.55
30284,229,2,20220621,1807,Dent,3.22
30285,400,9,20241230,539,Color Deviation,1.48
30286,162,5,20220611,127,Misalignment,2.12
30287,123,2,20220117,1302,Scratch,3.54
30288,388,6,20240319,497,Dent,0.74
30289,192,6,20220806,597,Dent,3.31
30290,337,6,20240309,1809,Color Deviation,3.1
30291,54,8,20241229,2982,Scratch,2.9
30292,292,1,20230428,1979,Dent,2.03
30293,109,3,20240119,2237,Dent,2.64
30294,135,2,20240308,2748,Color Deviation,1.82
30295,338,4,20240614,2835,Color Deviation,1.72
30296,483,9,20230907,589,Misalignment,3.53
30297,166,7,20220402,169,Dent,3.17
30298,432,7,20241124,1186,Misalignment,0.86
30299,336,1,20230624,241,Scratch,1.66
30300,9,3,20230808,258,Color Deviation,4.68
30301,285,8,20230806,1075,Dent,2.92
30302,191,8,20240329,865,Misalignment,1.83
30303,175,3,20220910,170,Color Deviation,1.54
30304,229,6,20230809,2120,Color Deviation,1.21
30305,201,7,20230527,1180,Color Deviation,2.03
30306,206,9,20230729,2913,Misalignment,2.53
30307,115,3,20230619,464,Misalignment,2.28
30308,422,9,20220530,1846,Scratch,2.04
30309,54,6,20221022,1695,Color Deviation,4.32
30310,257,8,20230106,2022,Dent,3.03
30311,111,9,20220503,20,Dent,3.91
30312,251,5,20220921,761,Color Deviation,1.72
30313,304,9,20221022,2198,Color Deviation,3.25
30314,63,2,20240801,2365,Scratch,0.84
30315,472,6,20220124,1699,Dent,2.36
30316,443,7,20230613,2660,Misalignment,1.01
30317,304,4,20230913,2252,Scratch,4.71
30318,154,10,20240210,1299,Scratch,4.22
30319,239,1,20240331,562,Scratch,1.45
30320,322,6,20220410,910,Scratch,3.96
30321,53,3,20230912,2523,Dent,2.41
30322,133,2,20230109,2045,Scratch,3.69
30323,159,10,20240719,1461,Color Deviation,4.43
30324,158,6,20240316,1100,Color Deviation,3.4
30325,359,4,20240103,1061,Misalignment,4.53
30326,146,4,20240523,2600,Dent,4.14
30327,421,9,20230706,2580,Dent,3.46
30328,152,7,20230411,2716,Misalignment,2.04
30329,172,10,20240629,755,Misalignment,1.6
30330,38,3,20240906,619,Color Deviation,0.6
30331,130,10,20230708,2464,Dent,4.0
30332,33,6,20241109,1694,Misalignment,3.48
30333,124,4,20230306,2601,Misalignment,4.72
30334,235,8,20230820,303,Dent,4.08
30335,182,8,20240309,883,Color Deviation,4.34
30336,169,10,20230103,2310,Scratch,4.54
30337,290,8,20220622,1812,Dent,3.66
30338,233,9,20241224,760,Dent,2.95
30339,395,1,20231108,441,Misalignment,0.82
30340,237,10,20241115,1233,Misalignment,4.19
30341,206,6,20240420,2896,Dent,1.18
30342,18,4,20230601,596,Dent,1.85
30343,352,10,20230511,532,Misalignment,1.87
30344,382,4,20240211,1991,Dent,2.71
30345,85,1,20241122,2243,Dent,1.15
30346,266,1,20241225,2258,Scratch,2.95
30347,203,4,20221226,1733,Color Deviation,1.21
30348,211,1,20231017,1533,Misalignment,0.88
30349,486,8,20240629,2196,Color Deviation,1.05
30350,259,7,20240114,503,Misalignment,1.34
30351,424,10,20240217,2914,Scratch,3.71
30352,170,7,20220907,1795,Misalignment,0.73
30353,31,4,20240130,63,Dent,1.78
30354,486,8,20231231,901,Color Deviation,3.05
30355,424,8,20240830,647,Dent,1.61
30356,339,7,20221002,2483,Dent,2.18
30357,286,7,20231215,2603,Misalignment,3.35
30358,365,6,20220618,1318,Color Deviation,2.85
30359,493,7,20230827,1401,Misalignment,2.42
30360,429,4,20240625,771,Scratch,3.25
30361,169,5,20240428,2517,Scratch,2.21
30362,138,2,20230808,2548,Dent,3.84
30363,21,2,20240622,894,Scratch,1.77
30364,368,8,20231024,1212,Misalignment,1.54
30365,371,5,20231215,1827,Color Deviation,2.33
30366,158,9,20231024,2692,Color Deviation,4.1
30367,114,10,20230926,2984,Misalignment,2.13
30368,480,10,20230415,1556,Scratch,2.3
30369,334,5,20240519,2440,Color Deviation,4.61
30370,130,9,20240208,759,Misalignment,1.92
30371,143,4,20221118,943,Misalignment,4.71
30372,107,6,20221030,1483,Scratch,3.99
30373,342,10,20240916,2739,Scratch,0.65
30374,411,6,20231218,138,Color Deviation,1.35
30375,236,6,20230308,2915,Color Deviation,3.43
30376,64,10,20220118,552,Scratch,3.94
30377,39,5,20240715,287,Misalignment,4.84
30378,288,5,20231016,775,Dent,1.5
30379,437,8,20241203,1465,Dent,2.76
30380,149,5,20220215,2505,Misalignment,0.87
30381,96,4,20220404,1567,Scratch,4.53
30382,490,5,20240224,550,Misalignment,2.14
30383,303,5,20240408,659,Scratch,1.81
30384,148,4,20230622,1150,Color Deviation,3.24
30385,298,7,20241014,808,Scratch,1.91
30386,190,6,20230527,2388,Scratch,3.92
30387,39,8,20240828,1706,Color Deviation,2.67
30388,420,7,20220807,2961,Misalignment,3.02
30389,389,5,20230629,2111,Misalignment,0.72
30390,51,1,20230928,819,Color Deviation,1.78
30391,199,5,20220220,1587,Scratch,1.07
30392,345,6,20241225,1601,Color Deviation,1.61
30393,163,5,20230714,2558,Dent,4.12
30394,25,10,20230923,1140,Color Deviation,3.56
30395,419,10,20240703,95,Misalignment,2.98
30396,179,2,20241129,2266,Scratch,3.63
30397,165,2,20240207,1378,Color Deviation,1.6
30398,372,6,20230413,285,Color Deviation,4.3
30399,229,2,20230408,2517,Misalignment,3.88
30400,63,3,20230308,446,Color Deviation,4.09
30401,486,10,20240728,159,Color Deviation,4.18
30402,79,10,20220219,650,Scratch,3.59
30403,500,3,20240420,2021,Color Deviation,0.96
30404,221,10,20230904,1981,Dent,4.68
30405,321,9,20240525,2993,Color Deviation,0.79
30406,375,3,20220117,1198,Scratch,1.73
30407,113,9,20240903,988,Misalignment,2.18
30408,430,4,20240911,954,Scratch,3.06
30409,121,10,20220227,470,Dent,2.21
30410,380,6,20240224,1150,Misalignment,4.29
30411,313,7,20240902,2852,Misalignment,4.98
30412,356,7,20241104,253,Scratch,1.75
30413,268,1,20230716,1520,Scratch,2.99
30414,500,7,20220404,2020,Misalignment,3.01
30415,395,4,20231006,184,Misalignment,4.54
30416,229,3,20241002,2338,Dent,3.59
30417,284,2,20221225,2434,Dent,1.2
30418,181,4,20230811,544,Misalignment,1.07
30419,416,9,20231021,1111,Scratch,4.72
30420,52,1,20240313,1564,Color Deviation,4.21
30421,154,8,20231019,1730,Scratch,4.75
30422,177,1,20240607,1858,Scratch,1.66
30423,305,4,20240103,430,Scratch,4.71
30424,186,10,20230603,167,Misalignment,3.05
30425,391,2,20240202,2888,Scratch,3.64
30426,322,5,20230718,2089,Misalignment,4.38
30427,432,5,20240520,1344,Dent,1.83
30428,253,6,20221218,2804,Misalignment,0.94
30429,42,10,20220823,117,Dent,4.37
30430,75,8,20240926,815,Color Deviation,4.22
30431,16,4,20220822,596,Dent,2.66
30432,394,8,20220303,2015,Color Deviation,2.51
30433,367,10,20220130,1870,Misalignment,4.92
30434,200,6,20220622,2715,Misalignment,1.47
30435,296,7,20230314,610,Color Deviation,2.71
30436,343,8,20240421,1229,Color Deviation,2.88
30437,437,7,20221210,2486,Color Deviation,3.64
30438,143,3,20230121,926,Dent,1.95
30439,175,2,20230808,1092,Misalignment,1.22
30440,444,8,20220926,1512,Scratch,4.85
30441,194,6,20221117,824,Misalignment,0.72
30442,128,6,20230330,115,Misalignment,4.29
30443,310,5,20230923,2733,Scratch,3.82
30444,80,7,20240705,1080,Dent,2.52
30445,366,10,20220208,2214,Scratch,3.61
30446,369,9,20231226,390,Misalignment,2.78
30447,165,3,20220508,1302,Scratch,2.87
30448,409,5,20230116,2189,Color Deviation,1.54
30449,168,6,20240327,173,Color Deviation,4.18
30450,364,1,20240326,2525,Color Deviation,4.61
30451,362,9,20220330,385,Misalignment,0.72
30452,180,2,20241203,138,Scratch,4.08
30453,30,2,20240910,2510,Misalignment,0.73
30454,63,9,20231105,1231,Misalignment,3.58
30455,190,5,20240527,2651,Dent,2.87
30456,318,9,20231123,240,Scratch,2.84
30457,418,1,20240208,2301,Color Deviation,4.93
30458,447,8,20220531,2268,Misalignment,4.91
30459,485,1,20230421,1041,Scratch,1.91
30460,270,7,20241226,2838,Color Deviation,0.55
30461,173,5,20231125,1080,Dent,3.41
30462,320,3,20230424,306,Color Deviation,0.97
30463,95,2,20241122,1330,Misalignment,4.4
30464,342,7,20240108,2639,Scratch,3.95
30465,275,9,20220502,864,Dent,4.78
30466,464,10,20240208,310,Dent,3.77
30467,286,10,20220211,1442,Scratch,2.37
30468,276,8,20220412,567,Misalignment,0.59
30469,285,7,20241117,2457,Misalignment,2.03
30470,417,7,20230622,1649,Misalignment,2.99
30471,231,3,20230810,2941,Dent,3.84
