event_id,machine_id,plant_id,date_key,fault_id,operator_id,downtime_minutes
10124,67,4,20230917,1,292,147
10125,180,8,20220527,4,2962,141
10126,97,5,20220823,1,1739,55
10127,129,10,20240819,1,1504,143
10128,112,1,20240403,2,2330,216
10129,437,5,20220502,2,2819,159
10130,475,1,20220213,3,118,140
10131,188,1,20220720,4,1559,10
10132,23,5,20220911,5,968,169
10133,315,6,20221117,4,2093,209
10134,377,5,20240401,1,419,160
10135,237,9,20240924,1,2459,192
10136,98,5,20221005,3,849,153
10137,484,4,20240521,4,1030,205
10138,470,1,20231220,2,2235,143
10139,452,7,20241022,3,1158,127
10140,34,4,20230523,5,2975,174
10141,155,10,20220826,5,2798,113
10142,168,9,20241224,2,2313,80
10143,462,6,20230220,4,531,123
10144,59,5,20240305,5,1512,100
10145,459,6,20231122,3,2801,61
10146,498,7,20230608,5,30,200
10147,176,2,20240514,2,150,161
10148,360,6,20240513,4,266,204
10149,496,6,20240823,3,392,173
10150,86,3,20240618,5,1910,190
10151,58,1,20220120,4,2069,218
10152,65,3,20241213,1,2243,19
10153,240,7,20230309,3,1634,55
10154,325,3,20220120,1,2137,77
10155,69,6,20221218,4,1046,144
10156,316,9,20231122,2,1922,150
10157,18,5,20230701,1,2952,113
10158,205,2,20241004,4,1573,86
10159,341,5,20240617,4,1387,118
10160,31,4,20240202,2,2570,233
10161,3,1,20240921,5,2434,142
10162,421,3,20221102,1,1539,185
10163,385,1,20230319,4,1295,154
10164,430,2,20220916,4,1222,86
10165,362,2,20241120,5,2968,39
10166,459,5,20220421,3,703,27
10167,497,8,20230805,3,1848,91
10168,466,1,20230823,4,2276,113
10169,415,3,20220702,2,569,216
10170,295,4,20241120,2,124,228
10171,265,8,20230129,2,2617,81
10172,283,1,20230831,5,1050,142
10173,165,1,20220811,2,1424,123
10174,372,5,20231014,3,1390,122
10175,337,4,20220503,2,837,81
10176,312,8,20220516,1,580,58
10177,34,8,20220529,2,2140,14
10178,326,4,20221021,3,1871,130
10179,257,4,20220410,3,149,138
10180,380,4,20240607,2,1843,160
10181,434,4,20220623,2,2477,211
10182,236,1,20240330,4,2674,77
10183,481,5,20220128,2,1987,203
10184,346,10,20240824,2,234,60
10185,46,8,20221105,1,651,159
10186,202,6,20241230,3,487,44
10187,105,3,20221208,3,864,11
10188,394,3,20241010,4,1341,207
10189,396,8,20220326,4,2924,194
10190,435,7,20241102,4,2266,216
10191,484,7,20221018,1,1116,89
10192,65,7,20230602,2,392,197
10193,233,2,20241111,1,2990,52
10194,206,7,20230924,2,762,69
10195,37,8,20221209,5,2489,68
10196,157,4,20230125,3,2864,73
10197,95,3,20220910,4,1441,225
10198,289,5,20240527,1,1649,39
10199,116,1,20240528,5,960,180
10200,297,9,20231002,2,2078,133
10201,383,1,20220103,5,2768,21
10202,101,3,20220331,3,1805,102
10203,420,1,20231204,2,1499,233
10204,278,5,20220909,2,627,155
10205,375,9,20220122,2,2897,84
10206,15,10,20240526,4,674,40
10207,343,8,20230514,1,1488,86
10208,78,6,20240110,4,1679,230
10209,371,10,20241027,3,2033,150
10210,463,2,20230128,1,1007,140
10211,138,7,20240901,4,705,66
10212,270,9,20240915,2,878,165
10213,396,7,20231105,4,1319,234
10214,437,6,20240309,4,70,92
10215,242,2,20230619,5,1191,131
10216,75,9,20220727,5,1810,146
10217,356,4,20220116,4,133,189
10218,181,1,20240407,2,2872,79
10219,137,2,20220326,4,583,196
10220,414,6,20230919,4,2875,29
10221,66,5,20221018,4,2369,159
10222,116,1,20240207,3,1896,18
10223,342,7,20221210,1,939,72
10224,285,5,20230819,3,2446,64
10225,481,7,20231011,1,1723,121
10226,136,8,20221024,3,2108,74
10227,285,1,20220607,1,2019,110
10228,32,1,20230921,1,522,234
10229,48,3,20230920,4,2510,108
10230,232,4,20240223,4,766,40
10231,142,4,20220220,1,1761,55
10232,322,9,20230503,1,2442,134
10233,168,6,20240408,2,748,123
10234,171,3,20241228,4,1572,64
10235,176,9,20230717,4,1632,36
10236,320,2,20230810,3,2374,180
10237,453,7,20230204,2,2748,127
10238,459,10,20240213,4,2184,128
10239,46,3,20221114,3,270,95
10240,109,6,20220225,1,550,160
10241,369,3,20240627,3,389,207
10242,169,10,20240912,2,2060,116
10243,412,3,20240701,4,2999,215
10244,451,10,20240921,3,1498,128
10245,107,10,20231021,4,1132,159
10246,488,6,20240411,2,1090,234
10247,332,7,20240811,2,535,68
10248,465,7,20221216,4,2904,139
10249,43,4,20240210,5,519,149
10250,172,4,20230906,3,847,194
10251,73,3,20220802,4,970,18
10252,352,9,20240531,3,381,58
10253,460,1,20240122,3,1169,46
10254,260,8,20231004,1,2993,163
10255,478,3,20230617,3,318,136
10256,80,2,20230401,2,2089,68
10257,493,1,20230922,5,2004,80
10258,149,2,20240901,2,845,25
10259,404,2,20220614,4,1538,162
10260,406,1,20240611,2,1247,180
10261,109,2,20220608,4,2913,84
10262,283,2,20221002,1,11,121
10263,494,9,20220304,2,2692,126
10264,87,10,20231103,4,1620,213
10265,229,5,20220218,1,2442,146
10266,419,1,20220412,5,1046,223
10267,34,10,20230512,5,2953,194
10268,333,4,20220624,4,56,197
10269,283,3,20230918,4,575,99
10270,449,10,20220825,4,1134,171
10271,462,10,20220105,3,2865,89
10272,281,8,20230811,5,552,74
10273,16,6,20221220,1,1257,23
10274,111,6,20230916,3,890,52
10275,145,6,20220919,1,1488,224
10276,352,6,20231210,1,1708,158
10277,9,1,20220413,4,511,121
10278,159,4,20240731,4,2792,223
10279,476,10,20230115,4,2546,34
10280,94,3,20240809,3,2908,100
10281,413,8,20230405,5,2897,152
10282,260,2,20231010,5,1048,92
10283,200,5,20231006,5,622,209
10284,13,7,20240819,5,691,44
10285,143,6,20230614,3,1214,236
10286,328,3,20230106,1,2290,142
10287,65,5,20241005,2,407,16
10288,446,1,20240226,1,409,137
10289,81,5,20230508,5,1346,192
10290,301,9,20230919,1,518,58
10291,352,6,20220209,4,2931,63
10292,446,5,20231006,2,2223,219
10293,472,6,20240823,4,957,214
10294,37,3,20240616,1,179,190
10295,326,4,20230207,3,967,102
10296,454,8,20240718,1,1628,55
10297,438,9,20221227,1,1556,100
10298,342,6,20230302,2,81,140
10299,2,3,20240201,5,965,135
10300,182,5,20230919,4,1870,176
10301,141,4,20220513,5,2199,49
10302,397,6,20240524,2,2744,87
10303,139,10,20220317,3,1993,52
10304,364,6,20240207,2,569,112
10305,68,5,20241123,5,963,102
10306,67,9,20220424,1,1485,212
10307,363,9,20220926,2,702,61
10308,427,4,20230223,5,2665,239
10309,498,9,20230515,4,2466,194
10310,162,3,20230329,5,264,189
10311,24,6,20220409,3,2310,11
10312,18,10,20241218,4,2319,102
10313,27,10,20230629,2,153,70
10314,152,9,20240112,1,772,169
10315,470,1,20240807,3,2693,28
10316,197,5,20220518,2,940,34
10317,380,4,20240510,5,2718,219
10318,369,6,20230512,4,785,121
10319,425,1,20231020,5,2061,219
10320,86,9,20220604,1,1199,207
10321,394,5,20240121,1,2735,144
10322,465,6,20220227,4,1786,57
10323,126,6,20241123,5,2265,191
10324,420,1,20231129,1,715,13
10325,48,7,20220815,3,918,145
10326,64,7,20230318,4,2970,76
10327,44,8,20240625,5,1795,62
10328,109,1,20240413,3,2162,20
10329,67,3,20230528,4,293,29
10330,486,4,20240730,3,2613,24
10331,410,2,20220409,1,86,180
10332,143,1,20240227,4,2188,126
10333,370,4,20240718,1,2823,15
10334,19,7,20230407,4,2383,55
10335,207,9,20240930,4,382,235
10336,159,8,20220111,4,101,24
10337,290,4,20231012,5,1920,91
10338,83,5,20220910,2,2326,35
10339,208,4,20240425,2,2444,190
10340,328,2,20220528,3,1766,118
10341,7,8,20240506,2,710,134
10342,240,4,20240610,3,832,221
10343,167,1,20230320,1,2212,235
10344,71,2,20220614,2,2562,208
10345,437,9,20240213,1,1783,42
10346,404,10,20240831,4,2968,36
10347,21,5,20230728,3,873,95
10348,22,10,20230615,2,15,185
10349,413,5,20230903,5,2850,45
10350,88,6,20241028,2,1449,213
10351,109,1,20230118,4,1057,63
10352,483,5,20220307,4,1312,29
10353,407,6,20220311,1,529,46
10354,467,9,20230120,4,56,15
10355,417,6,20230910,1,2452,97
10356,378,4,20230507,4,2267,237
10357,350,4,20231122,4,804,97
10358,155,5,20241116,1,1361,150
10359,408,2,20220405,4,1391,181
10360,117,3,20230827,1,915,45
10361,129,5,20240629,1,957,54
10362,91,5,20241202,5,642,68
10363,260,1,20220106,1,2032,125
10364,144,8,20230519,2,1098,60
10365,253,8,20220224,1,1452,94
10366,38,10,20220207,3,2245,20
10367,189,1,20231127,5,1571,46
10368,140,5,20230328,5,662,235
10369,112,9,20230826,5,1811,131
10370,46,1,20221226,2,2006,115
10371,50,4,20220706,4,838,164
10372,449,6,20230805,1,2143,46
10373,324,10,20240509,4,1867,59
10374,234,1,20240519,2,777,182
10375,180,3,20241207,4,1665,123
10376,169,3,20240902,5,306,86
10377,257,4,20230715,1,1049,135
10378,416,8,20231120,3,1097,102
10379,202,6,20220614,2,2984,181
10380,119,7,20221018,1,2318,73
10381,263,3,20220615,3,438,218
10382,359,5,20240104,1,439,198
10383,145,10,20221222,5,1457,231
10384,229,9,20220225,2,1866,174
10385,335,2,20240311,2,461,45
10386,338,3,20220928,2,1156,139
10387,108,6,20231228,2,181,96
10388,299,3,20241217,4,284,12
10389,236,1,20240331,5,1999,81
10390,386,6,20220127,3,137,89
10391,190,8,20240101,1,2529,176
10392,102,2,20240911,2,1599,118
10393,438,5,20230519,2,1626,29
10394,366,9,20240926,3,1389,223
10395,421,9,20230225,4,930,155
10396,38,10,20230324,2,2389,75
10397,145,7,20231018,3,491,166
10398,146,1,20220715,4,449,37
10399,317,2,20241012,1,1740,83
10400,173,3,20241214,1,1354,224
10401,489,9,20231112,2,2431,49
10402,77,10,20231025,3,2670,33
10403,447,7,20220719,2,491,76
10404,437,2,20241214,5,1563,111
10405,377,6,20220308,1,2443,77
10406,94,5,20241205,2,2654,228
10407,67,8,20241130,2,2944,110
10408,22,10,20231017,5,1059,108
10409,377,1,20220610,4,1831,223
10410,74,5,20240825,2,28,192
10411,165,8,20230501,5,1961,128
10412,249,6,20230114,5,1220,78
10413,436,5,20240405,1,1300,27
10414,22,10,20230921,4,841,61
10415,316,1,20241002,5,448,33
10416,370,6,20230529,1,860,109
10417,92,1,20230525,3,233,149
10418,320,9,20240601,3,2166,109
10419,492,10,20220801,1,1909,64
10420,197,7,20240425,2,2981,70
10421,460,8,20230326,3,1222,103
10422,264,6,20221214,4,234,79
10423,133,1,20220426,2,629,74
10424,371,10,20230630,4,808,124
10425,203,2,20230304,2,2452,230
10426,77,7,20220429,1,449,172
10427,295,5,20231202,5,1677,181
10428,157,6,20220810,4,92,56
10429,209,7,20230509,2,1002,215
10430,390,10,20220517,3,2978,76
10431,485,1,20231013,2,281,210
10432,430,8,20230917,5,2323,198
10433,36,1,20230423,2,2804,14
10434,466,9,20240817,4,2365,229
10435,171,10,20220116,1,202,224
10436,6,1,20230505,4,2696,76
10437,361,8,20230728,4,2539,52
10438,460,6,20240706,5,948,197
10439,31,2,20241001,1,913,32
10440,461,9,20221212,5,1539,96
10441,370,4,20220219,5,1349,39
10442,23,10,20230723,1,251,115
10443,139,1,20230519,1,402,187
10444,38,8,20220803,4,403,29
10445,466,7,20230801,4,2393,10
10446,499,2,20240321,2,684,230
10447,55,1,20220815,2,57,68
10448,440,10,20230514,1,1762,40
10449,256,2,20220215,2,425,154
10450,363,5,20240623,5,2219,229
10451,20,4,20220208,2,1785,61
10452,132,6,20240215,1,2079,14
10453,39,4,20220306,3,1860,213
10454,20,1,20220822,3,1453,56
10455,416,6,20230317,5,433,119
10456,263,9,20230612,1,1766,78
10457,480,10,20221202,5,2190,153
10458,420,7,20240106,1,1725,89
10459,434,2,20230219,5,296,108
10460,386,6,20240804,3,795,65
10461,49,10,20240211,4,2275,221
10462,345,8,20220222,1,103,145
10463,85,7,20241202,2,177,147
10464,274,5,20240308,3,11,158
10465,458,10,20240723,1,2393,59
10466,201,5,20230110,2,1199,68
10467,477,6,20240205,4,2111,194
10468,311,1,20240808,2,918,203
10469,294,9,20240913,5,1578,113
10470,176,8,20220607,3,1478,231
10471,372,5,20230214,5,2646,131
10472,233,2,20221205,4,2165,128
10473,424,10,20240820,1,11,155
10474,177,3,20220404,4,2501,93
10475,168,10,20240821,2,2411,118
10476,326,10,20220108,4,1464,126
10477,46,4,20221121,3,252,108
10478,447,10,20240909,4,281,92
10479,465,7,20231124,1,1875,83
10480,326,2,20221229,5,782,151
10481,59,7,20241211,5,2915,36
10482,404,6,20230102,3,2710,207
10483,396,1,20220308,5,595,216
10484,441,7,20230115,3,1860,170
10485,219,6,20220208,2,1935,33
10486,439,1,20221001,5,1975,101
10487,473,4,20220920,1,1465,239
10488,83,5,20240507,5,1190,116
10489,8,2,20220901,4,1099,237
10490,143,10,20231223,5,2748,134
10491,443,10,20240831,2,2313,16
10492,135,7,20220513,5,1286,100
10493,478,4,20240720,4,492,182
10494,437,8,20230806,5,1076,112
10495,21,5,20240822,4,1439,144
10496,306,5,20221218,3,297,135
10497,247,7,20240510,2,1598,154
10498,236,6,20240811,1,2627,120
10499,393,9,20240628,5,2128,111
10500,135,10,20220608,5,2225,57
10501,110,8,20240723,2,2639,73
10502,329,7,20221215,1,989,204
10503,158,2,20230116,1,997,137
10504,98,9,20240619,3,2773,212
10505,39,9,20220924,3,192,34
10506,110,1,20230610,5,425,185
10507,414,4,20220205,5,2734,38
10508,161,5,20230907,4,2180,58
10509,240,2,20230428,3,1478,174
10510,434,7,20220630,4,1802,228
10511,422,4,20230702,5,1553,113
10512,485,1,20230720,5,1950,92
10513,362,4,20231215,3,260,133
10514,178,1,20220905,1,1773,143
10515,85,4,20240525,2,1034,85
10516,138,10,20220630,3,690,27
10517,141,4,20220817,4,582,61
10518,407,10,20220208,1,2555,23
10519,17,9,20230727,5,152,55
10520,481,2,20231224,1,2661,34
10521,179,2,20230907,1,1083,114
10522,73,4,20240819,4,2709,151
10523,325,4,20220112,2,2142,190
10524,411,4,20230926,3,1127,136
10525,204,2,20230130,3,1500,47
10526,169,3,20240812,5,2046,110
10527,479,8,20220914,5,1518,137
10528,46,1,20231113,4,453,149
10529,349,7,20220820,3,2796,220
10530,490,3,20221030,3,866,150
10531,17,4,20230614,5,2222,21
10532,16,3,20230820,3,1729,102
10533,68,2,20220114,5,2469,95
10534,259,7,20240707,4,315,137
10535,256,4,20240615,5,1753,170
10536,132,10,20240506,5,408,38
10537,370,3,20241130,1,2287,228
10538,377,3,20241128,3,2619,182
10539,210,5,20230915,2,2472,58
10540,240,10,20230517,2,304,108
10541,263,2,20231215,5,1806,229
10542,310,3,20240813,5,104,13
10543,122,9,20240221,2,1786,126
10544,66,3,20240805,4,2883,68
10545,358,9,20230918,2,2042,139
10546,465,3,20230731,1,1602,118
10547,266,6,20220327,1,1655,83
10548,310,6,20221027,1,387,16
10549,186,6,20240210,2,1959,199
10550,35,1,20231104,5,2047,143
10551,101,1,20240909,3,1865,109
10552,122,7,20230220,1,964,128
10553,44,3,20240417,5,458,155
10554,113,8,20220628,5,589,172
10555,279,7,20230930,4,571,162
10556,410,3,20221019,4,845,180
10557,105,1,20231114,4,343,123
10558,176,4,20231201,2,785,126
10559,135,8,20231026,2,2459,107
10560,397,2,20230611,2,2997,18
10561,66,1,20220930,4,2445,147
10562,324,5,20230611,4,1755,187
10563,413,4,20241114,4,914,48
10564,182,3,20220518,4,428,26
10565,1,1,20220303,2,1965,19
10566,456,6,20240919,3,2699,60
10567,90,6,20220519,1,836,147
10568,245,7,20240219,4,2144,61
10569,49,6,20220702,5,2753,167
10570,123,7,20230419,5,2203,36
10571,24,10,20240227,1,346,144
10572,152,8,20230821,4,1512,131
10573,51,7,20241228,3,1280,158
10574,433,10,20220928,1,2855,24
10575,260,6,20241023,2,1233,199
10576,170,1,20230609,3,1417,50
10577,442,2,20230304,5,398,233
10578,295,4,20231214,5,2853,83
10579,111,1,20230612,5,1030,114
10580,122,1,20230117,3,2821,201
10581,309,1,20230826,4,2308,147
10582,325,4,20230829,3,1071,89
10583,309,1,20240127,5,709,131
10584,332,1,20240326,2,1718,42
10585,287,8,20220209,5,2087,64
10586,375,3,20220307,2,2697,90
10587,138,9,20240115,2,2687,166
10588,161,8,20240112,5,2783,40
10589,112,6,20240618,1,1654,225
10590,39,2,20231008,4,1963,226
10591,153,9,20240926,3,113,226
10592,177,4,20240821,5,2061,56
10593,470,2,20231120,2,2334,80
10594,277,3,20240111,3,2171,215
10595,110,5,20230729,3,158,130
10596,136,6,20230525,3,117,189
10597,399,6,20221124,2,2970,212
10598,389,8,20240322,5,1886,193
10599,235,7,20230309,1,1851,75
10600,387,8,20240119,1,2077,212
10601,182,2,20220221,1,2390,229
10602,430,7,20220308,5,776,144
10603,273,7,20231115,1,2587,45
10604,455,4,20241128,2,1882,55
10605,435,4,20241102,5,1533,160
10606,130,5,20230220,3,322,227
10607,102,3,20220721,4,832,174
10608,3,5,20230704,4,692,188
10609,151,2,20220912,4,1941,83
10610,188,3,20221226,5,1671,23
10611,14,7,20231219,2,2155,71
10612,77,8,20221027,2,905,35
10613,444,8,20230211,5,2422,18
10614,255,10,20240726,5,828,158
10615,121,5,20230201,4,1232,65
10616,3,6,20230513,4,1930,10
10617,270,3,20230613,2,674,79
10618,379,10,20241222,2,943,234
10619,444,4,20240321,4,787,18
10620,414,4,20240729,2,396,100
10621,441,7,20240827,2,2121,96
10622,429,5,20231019,5,2784,67
10623,139,4,20220104,4,1970,77
10624,15,5,20221228,1,1285,99
10625,408,6,20240229,4,640,46
10626,228,2,20230811,4,1525,236
10627,105,6,20230303,3,1636,83
10628,391,8,20240310,4,1059,207
10629,331,2,20241207,3,2530,82
10630,111,1,20230218,5,2582,75
10631,152,1,20230922,2,2889,77
10632,214,5,20230822,2,2986,139
10633,390,7,20221225,2,779,236
10634,246,2,20220108,3,402,93
10635,38,4,20240527,3,1780,80
10636,495,7,20230805,4,700,239
10637,459,7,20230714,4,1839,11
10638,485,6,20240606,4,2679,45
10639,19,4,20230629,2,2493,14
10640,16,2,20230722,2,2128,123
10641,329,7,20240830,2,1521,128
10642,52,8,20230506,2,1083,216
10643,211,3,20230814,5,274,201
10644,445,2,20220617,2,1202,79
10645,194,8,20241010,5,2154,17
10646,112,1,20231202,4,2088,233
10647,129,2,20240528,3,1894,30
10648,136,9,20240525,5,1693,111
10649,104,1,20220909,1,2134,216
10650,154,5,20220307,2,1200,110
10651,280,5,20230113,2,1477,50
10652,313,6,20230221,4,1460,90
10653,336,3,20231020,4,2316,156
10654,156,7,20230528,3,2784,44
10655,333,8,20240608,3,1355,193
10656,187,8,20221203,1,1839,150
10657,309,5,20230403,5,2758,154
10658,31,7,20241018,4,855,102
10659,288,3,20231219,4,2508,56
10660,248,5,20221009,4,732,39
10661,7,9,20220424,3,1417,149
10662,104,8,20230120,3,691,231
10663,196,9,20220911,2,545,200
10664,280,6,20240103,5,2714,133
10665,458,4,20221024,5,2180,73
10666,107,4,20240129,4,2881,154
10667,16,6,20240818,2,2004,105
10668,463,8,20240714,5,113,88
10669,410,1,20230223,5,2821,194
10670,334,5,20230224,3,1212,36
10671,173,8,20240329,4,1369,235
10672,268,8,20230422,5,2599,44
10673,443,4,20220408,2,2636,179
10674,18,7,20221008,2,2281,133
10675,308,10,20220105,2,1185,74
10676,376,7,20230421,2,1229,32
10677,78,3,20231231,5,789,24
10678,395,7,20231116,2,2862,141
10679,64,3,20220628,1,22,142
10680,428,9,20230913,3,99,156
10681,332,3,20220105,3,2452,50
10682,12,6,20221026,3,913,57
10683,363,3,20241123,3,1318,40
10684,496,5,20230502,3,1211,191
10685,34,10,20241130,4,2603,159
10686,356,10,20240705,4,1038,143
10687,202,7,20240329,5,2877,12
10688,165,8,20241007,2,2270,237
10689,146,7,20230817,2,2706,131
10690,223,2,20240809,4,1403,27
10691,177,5,20231018,3,1531,229
10692,363,5,20220713,5,2332,35
10693,415,4,20240701,1,825,238
10694,163,4,20220413,2,756,159
10695,331,2,20230414,3,277,204
10696,435,2,20230112,5,185,10
10697,296,10,20240305,1,2495,36
10698,456,3,20220310,2,1168,128
10699,186,9,20240214,4,16,155
10700,385,10,20220220,2,2555,152
10701,25,8,20230927,3,2178,46
10702,57,1,20221009,2,2408,184
10703,274,1,20230331,5,659,113
10704,469,7,20241019,5,1765,53
10705,172,4,20241005,2,2890,73
10706,24,5,20221029,1,2220,152
10707,368,10,20241003,4,13,46
10708,194,2,20240224,5,2937,139
10709,278,2,20230817,2,992,47
10710,323,2,20241023,2,1935,118
10711,320,4,20221115,3,2666,224
10712,266,5,20220722,4,224,85
10713,229,5,20240930,3,2883,229
10714,42,2,20220512,4,2129,84
10715,411,10,20230820,1,2538,51
10716,358,6,20220929,5,2722,24
10717,80,7,20240517,1,427,79
10718,27,8,20230312,4,1279,150
10719,62,7,20240324,4,1031,218
10720,185,7,20220210,1,2693,173
10721,370,9,20230522,5,2,227
10722,293,7,20240611,2,1709,45
10723,71,8,20241209,4,1180,16
10724,410,2,20240508,1,1794,158
10725,115,6,20241125,1,167,108
10726,52,2,20220909,4,1447,77
10727,214,7,20240516,5,385,127
10728,244,6,20241023,5,147,67
10729,153,10,20240813,2,1386,121
10730,244,3,20220613,5,450,17
10731,155,4,20220802,4,1877,147
10732,95,4,20241020,4,1270,237
10733,215,7,20221120,2,2706,102
10734,281,8,20220829,2,1811,206
10735,392,10,20240322,1,1576,154
10736,364,7,20230116,5,879,80
10737,153,7,20221220,4,2764,212
10738,194,9,20240218,3,2060,37
10739,54,5,20240316,5,1464,222
10740,241,8,20240315,2,2692,22
10741,21,3,20241218,4,1887,78
10742,226,6,20240424,4,2198,102
10743,65,5,20231017,3,888,103
10744,19,6,20230708,1,1019,122
10745,199,10,20240623,5,253,147
10746,387,8,20230605,3,2990,132
10747,311,8,20241019,5,566,88
10748,203,3,20230219,2,1490,48
10749,221,5,20231122,3,422,17
10750,22,6,20220317,5,2271,77
10751,485,9,20240109,1,853,119
10752,171,5,20241031,5,2372,33
10753,229,10,20220525,1,553,20
10754,462,2,20241130,5,2779,174
10755,267,2,20231212,3,204,63
10756,358,2,20230830,3,2694,187
10757,13,2,20240321,4,2920,31
10758,293,3,20230224,3,2364,65
10759,154,3,20220811,5,2051,230
10760,390,1,20220222,4,511,75
10761,332,2,20221025,2,2958,124
10762,238,2,20240525,4,370,79
10763,59,7,20230113,5,2287,170
10764,176,2,20240910,1,175,80
10765,44,10,20220215,1,2172,37
10766,290,10,20230429,4,2138,12
10767,443,10,20240705,4,239,12
10768,271,10,20241213,2,2833,55
10769,197,7,20240805,5,380,186
10770,62,2,20231226,3,1225,30
10771,355,2,20230824,3,516,93
10772,333,2,20240728,3,2690,41
10773,86,6,20230911,2,575,217
10774,325,8,20240220,1,2410,141
10775,280,9,20220505,3,2100,172
10776,81,3,20231024,1,807,32
10777,141,4,20230924,3,2344,195
10778,114,8,20230917,4,468,57
10779,401,9,20230324,1,290,158
10780,475,10,20230920,4,476,211
10781,315,9,20220316,2,2591,231
10782,194,6,20230421,1,1818,212
10783,257,9,20241216,1,40,222
10784,417,4,20230212,5,994,83
10785,477,10,20231221,1,496,33
10786,457,10,20220929,5,1662,81
10787,480,8,20231002,2,2849,108
10788,446,5,20240704,1,704,144
10789,419,10,20240719,2,913,205
10790,435,2,20240405,3,1714,48
10791,144,7,20241008,5,1611,215
10792,310,2,20230419,3,483,147
10793,132,6,20220726,3,2205,213
10794,72,7,20220913,4,2750,213
10795,80,1,20230530,2,174,130
10796,292,5,20240420,3,2651,161
10797,494,7,20230803,3,1421,232
10798,122,1,20221218,2,739,47
10799,293,10,20231223,4,2974,181
10800,440,1,20240809,3,2976,236
10801,102,9,20221127,2,453,105
10802,388,7,20241118,5,1549,139
10803,482,7,20231019,1,1556,206
10804,449,7,20240104,3,2762,228
10805,499,8,20230129,2,925,173
10806,76,2,20220806,2,1986,75
10807,270,8,20220912,1,2142,80
10808,485,6,20220806,4,2782,61
10809,379,8,20240228,5,504,237
10810,272,10,20240424,3,2156,217
10811,342,3,20241215,4,4,16
10812,404,5,20241004,1,1637,143
10813,86,3,20241220,4,2411,128
10814,463,3,20240505,5,2022,49
10815,50,10,20230928,3,2239,239
10816,170,6,20241103,5,802,18
10817,237,5,20230505,2,2711,214
10818,118,2,20241027,1,2350,166
10819,140,10,20220809,5,400,237
10820,71,4,20240725,2,1877,31
10821,240,7,20240318,3,1511,46
10822,135,4,20220909,1,400,92
10823,120,6,20220721,2,856,98
10824,107,3,20240619,1,2764,108
10825,237,8,20220317,2,1943,132
10826,5,1,20221118,3,286,162
10827,310,3,20220404,3,231,78
10828,494,10,20230215,5,2626,223
10829,184,2,20221004,3,2810,49
10830,105,2,20230206,3,555,196
10831,84,2,20240503,3,1611,146
10832,262,3,20240827,3,1961,122
10833,10,10,20240703,5,2432,143
10834,294,4,20231128,2,1343,235
10835,443,10,20240604,2,329,119
10836,461,4,20220827,2,1161,237
10837,153,9,20220509,1,2943,119
10838,34,10,20220320,4,997,137
10839,4,2,20220726,4,1066,216
10840,1,6,20240615,3,2821,172
10841,375,6,20240418,2,2862,170
10842,128,9,20230605,2,2263,103
10843,279,1,20230613,5,1080,35
10844,248,2,20221228,2,518,129
10845,150,8,20231214,5,198,224
10846,431,8,20241010,4,2735,115
10847,432,9,20220208,3,196,129
10848,395,1,20230815,5,1330,59
10849,449,9,20240221,3,1265,212
10850,71,10,20230315,5,693,178
10851,130,8,20231222,4,1689,36
10852,358,8,20240823,5,742,237
10853,49,4,20241128,1,2719,155
10854,216,10,20241006,4,2755,24
10855,193,2,20221012,2,1954,77
10856,88,8,20220106,4,2854,230
10857,24,9,20220101,3,2103,64
10858,133,4,20220221,3,2587,34
10859,495,10,20221220,4,1103,209
10860,379,7,20220320,3,2479,19
10861,385,2,20240330,2,1122,145
10862,48,6,20230524,4,1123,211
10863,156,10,20220819,1,2467,167
10864,174,1,20240129,3,240,65
10865,204,8,20230422,5,1358,72
10866,75,5,20220609,5,700,211
10867,319,4,20230925,5,688,10
10868,230,4,20230318,1,1395,107
10869,170,5,20240104,3,433,186
10870,134,10,20231018,5,2859,41
10871,450,5,20230825,5,732,224
10872,27,9,20230228,1,850,77
10873,21,2,20240901,4,738,72
10874,154,2,20230812,2,2948,149
10875,456,1,20240317,1,2150,45
10876,67,8,20231205,1,2076,187
10877,24,6,20240907,4,222,108
10878,108,10,20220120,3,2958,119
10879,350,2,20221209,2,475,220
10880,171,2,20221112,5,950,137
10881,115,4,20230627,2,2348,55
10882,284,8,20231022,4,201,119
10883,248,5,20231102,4,643,36
10884,361,9,20240222,4,1286,72
10885,250,1,20230706,3,1529,83
10886,23,4,20240708,2,1900,180
10887,314,2,20240919,2,1916,161
10888,80,5,20240325,3,1568,147
10889,132,7,20231031,3,1059,172
10890,495,3,20230620,2,2729,211
10891,435,6,20240919,5,999,131
10892,101,6,20220107,5,1780,224
10893,430,4,20240910,3,1225,92
10894,389,10,20221211,3,1619,26
10895,85,1,20240917,4,1780,167
10896,48,5,20230820,2,445,112
10897,148,1,20240524,2,2938,216
10898,82,9,20220929,3,465,11
10899,339,5,20220730,5,723,166
10900,485,7,20230323,4,2520,139
10901,149,8,20220919,5,2026,22
10902,237,3,20220920,5,2252,171
10903,2,7,20230718,4,1465,91
10904,192,7,20220527,2,458,107
10905,214,6,20220603,4,634,229
10906,369,7,20240504,3,716,27
10907,259,4,20230303,2,2432,40
10908,272,6,20221216,3,1113,227
10909,240,10,20231119,1,2868,130
10910,210,3,20240906,1,1937,188
10911,106,10,20230824,5,992,71
10912,463,10,20230826,4,696,236
10913,340,2,20241118,1,414,124
